ID,Name,gds,description,sample_id,type
,,GDS3068,,GSM231515,
,,GDS3068,,GSM231516,
,,GDS3068,,GSM231519,
,,GDS3068,,GSM231522,
,,GDS3068,,GSM231529,
12580.0,GDS3068_13,GDS3068,control,GSM231324,dose
,,GDS3068,,GSM231326,
,,GDS3068,,GSM231329,
,,GDS3068,,GSM231331,
,,GDS3068,,GSM231526,
,,GDS3068,,GSM231527,
,,GDS3068,,GSM231530,
,,GDS3068,,GSM231531,
12581.0,GDS3068_14,GDS3068,100 uM,GSM231519,dose
,,GDS3068,,GSM231520,
,,GDS3068,,GSM231521,
,,GDS3068,,GSM231522,
,,GDS3068,,GSM231523,
,,GDS3068,,GSM231524,
,,GDS3068,,GSM231525,
,,GDS3068,,GSM231529,
12582.0,GDS3068_15,GDS3068,400 uM,GSM231332,dose
,,GDS3068,,GSM231333,
,,GDS3068,,GSM231482,
,,GDS3068,,GSM231503,
,,GDS3068,,GSM231507,
,,GDS3068,,GSM231509,
,,GDS3068,,GSM231505,
,,GDS3068,,GSM231510,
,,GDS3068,,GSM231511,
,,GDS3068,,GSM231512,
,,GDS3068,,GSM231513,
,,GDS3068,,GSM231514,
,,GDS3068,,GSM231515,
,,GDS3068,,GSM231516,
12583.0,GDS3068_16,GDS3068,500 uM,GSM231517,dose
12584.0,GDS3068_17,GDS3068,800 uM,GSM231518,dose
,,GDS3068,,GSM231528,
12585.0,GDS3069_1,GDS3069,low grade anaplastic mixed glioma,GSM215421,disease state
,,GDS3069,,GSM215424,
12586.0,GDS3069_2,GDS3069,high grade glioblastoma,GSM215420,disease state
,,GDS3069,,GSM215422,
,,GDS3069,,GSM215423,
,,GDS3069,,GSM215425,
,,GDS3069,,GSM215426,
,,GDS3069,,GSM215427,
12587.0,GDS3069_3,GDS3069,high grade glioblastoma/gliosarcoma,GSM215418,disease state
12588.0,GDS3069_4,GDS3069,high grade gliosarcoma,GSM215428,disease state
,,GDS3069,,GSM215429,
12589.0,GDS3069_5,GDS3069,low grade oligodendroglioma,GSM215419,disease state
12590.0,GDS3070_1,GDS3070,control,GSM183478,agent
,,GDS3070,,GSM183479,
,,GDS3070,,GSM183480,
,,GDS3070,,GSM183481,
12591.0,GDS3070_2,GDS3070,benzothiadiazole,GSM183474,agent
,,GDS3070,,GSM183475,
,,GDS3070,,GSM183476,
,,GDS3070,,GSM183477,
12592.0,GDS3071_1,GDS3071,untreated,GSM194109,agent
,,GDS3071,,GSM194110,
,,GDS3071,,GSM194111,
,,GDS3071,,GSM194112,
,,GDS3071,,GSM194113,
,,GDS3071,,GSM194118,
,,GDS3071,,GSM194119,
,,GDS3071,,GSM194120,
,,GDS3071,,GSM194121,
,,GDS3071,,GSM194122,
12593.0,GDS3071_2,GDS3071,hydrocortisone,GSM194104,agent
,,GDS3071,,GSM194105,
,,GDS3071,,GSM194106,
,,GDS3071,,GSM194107,
,,GDS3071,,GSM194108,
,,GDS3071,,GSM194114,
,,GDS3071,,GSM194115,
,,GDS3071,,GSM194116,
,,GDS3071,,GSM194117,
12594.0,GDS3071_3,GDS3071,normal scar,GSM194114,disease state
,,GDS3071,,GSM194115,
,,GDS3071,,GSM194116,
,,GDS3071,,GSM194117,
,,GDS3071,,GSM194118,
,,GDS3071,,GSM194119,
,,GDS3071,,GSM194120,
,,GDS3071,,GSM194121,
,,GDS3071,,GSM194122,
12595.0,GDS3071_4,GDS3071,keloid scar,GSM194104,disease state
,,GDS3071,,GSM194105,
,,GDS3071,,GSM194106,
,,GDS3071,,GSM194107,
,,GDS3071,,GSM194108,
,,GDS3071,,GSM194109,
,,GDS3071,,GSM194110,
,,GDS3071,,GSM194111,
,,GDS3071,,GSM194112,
,,GDS3071,,GSM194113,
12596.0,GDS3071_5,GDS3071,21,GSM194117,strain
,,GDS3071,,GSM194118,
12597.0,GDS3071_6,GDS3071,58,GSM194120,strain
12598.0,GDS3071_7,GDS3071,131,GSM194115,strain
,,GDS3071,,GSM194122,
12599.0,GDS3071_8,GDS3071,170,GSM194116,strain
,,GDS3071,,GSM194119,
12600.0,GDS3071_9,GDS3071,33,GSM194104,strain
,,GDS3071,,GSM194112,
12601.0,GDS3071_10,GDS3071,50,GSM194105,strain
,,GDS3071,,GSM194113,
12602.0,GDS3071_11,GDS3071,124,GSM194108,strain
,,GDS3071,,GSM194111,
12603.0,GDS3071_12,GDS3071,145,GSM194106,strain
,,GDS3071,,GSM194109,
12604.0,GDS3071_13,GDS3071,116,GSM194114,strain
,,GDS3071,,GSM194121,
12605.0,GDS3071_14,GDS3071,261,GSM194107,strain
,,GDS3071,,GSM194110,
12606.0,GDS3072_1,GDS3072,control,GSM183815,strain
,,GDS3072,,GSM183816,
,,GDS3072,,GSM183817,
,,GDS3072,,GSM183856,
,,GDS3072,,GSM183990,
,,GDS3072,,GSM183991,
,,GDS3072,,GSM183992,
,,GDS3072,,GSM183993,
12607.0,GDS3072_2,GDS3072,alcohol resistant,GSM183887,strain
,,GDS3072,,GSM183888,
,,GDS3072,,GSM183936,
,,GDS3072,,GSM183989,
,,GDS3072,,GSM184121,
,,GDS3072,,GSM184122,
,,GDS3072,,GSM184123,
,,GDS3072,,GSM184124,
12608.0,GDS3072_3,GDS3072,alcohol sensitive,GSM183857,strain
,,GDS3072,,GSM183858,
,,GDS3072,,GSM183875,
,,GDS3072,,GSM183886,
,,GDS3072,,GSM183994,
,,GDS3072,,GSM184118,
,,GDS3072,,GSM184119,
,,GDS3072,,GSM184120,
12609.0,GDS3072_4,GDS3072,male,GSM183815,gender
,,GDS3072,,GSM183816,
,,GDS3072,,GSM183857,
,,GDS3072,,GSM183858,
,,GDS3072,,GSM183887,
,,GDS3072,,GSM183888,
,,GDS3072,,GSM183990,
,,GDS3072,,GSM183991,
,,GDS3072,,GSM183994,
,,GDS3072,,GSM184118,
,,GDS3072,,GSM184121,
,,GDS3072,,GSM184122,
12610.0,GDS3072_5,GDS3072,female,GSM183817,gender
,,GDS3072,,GSM183856,
,,GDS3072,,GSM183875,
,,GDS3072,,GSM183886,
,,GDS3072,,GSM183936,
,,GDS3072,,GSM183989,
,,GDS3072,,GSM183992,
,,GDS3072,,GSM183993,
,,GDS3072,,GSM184119,
,,GDS3072,,GSM184120,
,,GDS3072,,GSM184123,
,,GDS3072,,GSM184124,
12611.0,GDS3072_6,GDS3072,selection line 1,GSM183815,other
,,GDS3072,,GSM183816,
,,GDS3072,,GSM183817,
,,GDS3072,,GSM183856,
,,GDS3072,,GSM183857,
,,GDS3072,,GSM183858,
,,GDS3072,,GSM183875,
,,GDS3072,,GSM183886,
,,GDS3072,,GSM183887,
,,GDS3072,,GSM183888,
,,GDS3072,,GSM183936,
,,GDS3072,,GSM183989,
12612.0,GDS3072_7,GDS3072,selection line 2,GSM183990,other
,,GDS3072,,GSM183991,
,,GDS3072,,GSM183992,
,,GDS3072,,GSM183993,
,,GDS3072,,GSM183994,
,,GDS3072,,GSM184118,
,,GDS3072,,GSM184119,
,,GDS3072,,GSM184120,
,,GDS3072,,GSM184121,
,,GDS3072,,GSM184122,
,,GDS3072,,GSM184123,
,,GDS3072,,GSM184124,
12613.0,GDS3073_1,GDS3073,before exercise,GSM214982,protocol
,,GDS3073,,GSM214984,
,,GDS3073,,GSM214986,
,,GDS3073,,GSM214988,
,,GDS3073,,GSM214990,
,,GDS3073,,GSM214992,
,,GDS3073,,GSM214994,
,,GDS3073,,GSM214996,
,,GDS3073,,GSM214998,
,,GDS3073,,GSM215000,
,,GDS3073,,GSM215002,
,,GDS3073,,GSM215004,
12614.0,GDS3073_2,GDS3073,after exercise,GSM214983,protocol
,,GDS3073,,GSM214985,
,,GDS3073,,GSM214987,
,,GDS3073,,GSM214989,
,,GDS3073,,GSM214991,
,,GDS3073,,GSM214993,
,,GDS3073,,GSM214995,
,,GDS3073,,GSM214997,
,,GDS3073,,GSM214999,
,,GDS3073,,GSM215001,
,,GDS3073,,GSM215003,
,,GDS3073,,GSM215005,
12615.0,GDS3073_3,GDS3073,subject 1,GSM214982,individual
,,GDS3073,,GSM214983,
12616.0,GDS3073_4,GDS3073,subject 2,GSM214984,individual
,,GDS3073,,GSM214985,
12617.0,GDS3073_5,GDS3073,subject 3,GSM214986,individual
,,GDS3073,,GSM214987,
12618.0,GDS3073_6,GDS3073,subject 4,GSM214988,individual
,,GDS3073,,GSM214989,
12619.0,GDS3073_7,GDS3073,subject 5,GSM214990,individual
,,GDS3073,,GSM214991,
12620.0,GDS3073_8,GDS3073,subject 6,GSM214992,individual
,,GDS3073,,GSM214993,
12621.0,GDS3073_9,GDS3073,subject 7,GSM214994,individual
,,GDS3073,,GSM214995,
12622.0,GDS3073_10,GDS3073,subject 8,GSM214996,individual
,,GDS3073,,GSM214997,
12623.0,GDS3073_11,GDS3073,subject 9,GSM214998,individual
,,GDS3073,,GSM214999,
12624.0,GDS3073_12,GDS3073,subject 10,GSM215000,individual
,,GDS3073,,GSM215001,
12625.0,GDS3073_13,GDS3073,subject 11,GSM215002,individual
,,GDS3073,,GSM215003,
12626.0,GDS3073_14,GDS3073,subject 12,GSM215004,individual
,,GDS3073,,GSM215005,
12627.0,GDS3074_1,GDS3074,normotensive,GSM198857,disease state
,,GDS3074,,GSM198858,
,,GDS3074,,GSM198859,
12628.0,GDS3074_2,GDS3074,hypertensive,GSM198860,disease state
,,GDS3074,,GSM198861,
,,GDS3074,,GSM198862,
,,GDS3074,,GSM198863,
,,GDS3074,,GSM198864,
,,GDS3074,,GSM198865,
12629.0,GDS3074_3,GDS3074,WKY,GSM198857,strain
,,GDS3074,,GSM198858,
,,GDS3074,,GSM198859,
,,GDS3074,,GSM198860,
,,GDS3074,,GSM198861,
,,GDS3074,,GSM198862,
12630.0,GDS3074_4,GDS3074,SHR,GSM198863,strain
,,GDS3074,,GSM198864,
,,GDS3074,,GSM198865,
12631.0,GDS3074_5,GDS3074,not applicable,GSM198857,agent
,,GDS3074,,GSM198858,
,,GDS3074,,GSM198859,
,,GDS3074,,GSM198863,
,,GDS3074,,GSM198864,
,,GDS3074,,GSM198865,
12632.0,GDS3074_6,GDS3074,ACTH,GSM198860,agent
,,GDS3074,,GSM198861,
,,GDS3074,,GSM198862,
12633.0,GDS3077_1,GDS3077,3 mo,GSM175543,age
,,GDS3077,,GSM175544,
,,GDS3077,,GSM175545,
,,GDS3077,,GSM175546,
12634.0,GDS3077_2,GDS3077,6 mo,GSM175547,age
,,GDS3077,,GSM175548,
,,GDS3077,,GSM175549,
,,GDS3077,,GSM175550,
12635.0,GDS3077_3,GDS3077,15 mo,GSM175551,age
,,GDS3077,,GSM175552,
,,GDS3077,,GSM175553,
,,GDS3077,,GSM175554,
12636.0,GDS3077_4,GDS3077,28 mo,GSM175555,age
,,GDS3077,,GSM175556,
,,GDS3077,,GSM175557,
,,GDS3077,,GSM175558,
12637.0,GDS3078_1,GDS3078,low fat diet,GSM211635,protocol
,,GDS3078,,GSM211636,
,,GDS3078,,GSM211637,
,,GDS3078,,GSM211638,
,,GDS3078,,GSM211639,
,,GDS3078,,GSM211646,
,,GDS3078,,GSM211647,
,,GDS3078,,GSM211648,
,,GDS3078,,GSM211649,
,,GDS3078,,GSM211650,
,,GDS3078,,GSM211651,
,,GDS3078,,GSM225051,
12638.0,GDS3078_2,GDS3078,high fat diet,GSM211640,protocol
,,GDS3078,,GSM211641,
,,GDS3078,,GSM211642,
,,GDS3078,,GSM211643,
,,GDS3078,,GSM211644,
,,GDS3078,,GSM211645,
,,GDS3078,,GSM211652,
,,GDS3078,,GSM211653,
,,GDS3078,,GSM211654,
,,GDS3078,,GSM211655,
,,GDS3078,,GSM211656,
,,GDS3078,,GSM211657,
12639.0,GDS3078_3,GDS3078,3 d,GSM211635,time
,,GDS3078,,GSM211636,
,,GDS3078,,GSM211637,
,,GDS3078,,GSM211638,
,,GDS3078,,GSM211639,
,,GDS3078,,GSM211640,
,,GDS3078,,GSM211641,
,,GDS3078,,GSM211642,
,,GDS3078,,GSM211643,
,,GDS3078,,GSM211644,
,,GDS3078,,GSM211645,
,,GDS3078,,GSM225051,
12640.0,GDS3078_4,GDS3078,28 d,GSM211646,time
,,GDS3078,,GSM211647,
,,GDS3078,,GSM211648,
,,GDS3078,,GSM211649,
,,GDS3078,,GSM211650,
,,GDS3078,,GSM211651,
,,GDS3078,,GSM211652,
,,GDS3078,,GSM211653,
,,GDS3078,,GSM211654,
,,GDS3078,,GSM211655,
,,GDS3078,,GSM211656,
,,GDS3078,,GSM211657,
12641.0,GDS3079_1,GDS3079,control,GSM240630,agent
,,GDS3079,,GSM240631,
,,GDS3079,,GSM240632,
12642.0,GDS3079_2,GDS3079,cadmium,GSM240633,agent
,,GDS3079,,GSM240634,
,,GDS3079,,GSM240635,
,,GDS3079,,GSM240636,
12643.0,GDS3079_3,GDS3079,0 h,GSM240630,time
,,GDS3079,,GSM240631,
,,GDS3079,,GSM240632,
12644.0,GDS3079_4,GDS3079,8 h,GSM240633,time
,,GDS3079,,GSM240634,
12645.0,GDS3079_5,GDS3079,20 h,GSM240635,time
,,GDS3079,,GSM240636,
12646.0,GDS3080_1,GDS3080,ZT 3,GSM240415,time
,,GDS3080,,GSM240416,
,,GDS3080,,GSM240417,
12647.0,GDS3080_2,GDS3080,ZT 9,GSM240418,time
,,GDS3080,,GSM240419,
,,GDS3080,,GSM240420,
12648.0,GDS3080_3,GDS3080,ZT 15,GSM240421,time
,,GDS3080,,GSM240422,
,,GDS3080,,GSM240423,
12649.0,GDS3080_4,GDS3080,ZT 21,GSM240424,time
,,GDS3080,,GSM240425,
,,GDS3080,,GSM240426,
12650.0,GDS3081_1,GDS3081,wild type,GSM239654,genotype/variation
,,GDS3081,,GSM239655,
12651.0,GDS3081_2,GDS3081,not1-2,GSM239656,genotype/variation
,,GDS3081,,GSM239657,
12652.0,GDS3081_3,GDS3081,spt3,GSM239658,genotype/variation
,,GDS3081,,GSM239659,
12653.0,GDS3081_4,GDS3081,not1-2 spt3,GSM239660,genotype/variation
,,GDS3081,,GSM239661,
12654.0,GDS3082_1,GDS3082,healthy,GSM231244,disease state
,,GDS3082,,GSM231245,
,,GDS3082,,GSM231246,
,,GDS3082,,GSM231247,
,,GDS3082,,GSM231248,
,,GDS3082,,GSM231249,
,,GDS3082,,GSM231250,
,,GDS3082,,GSM231251,
,,GDS3082,,GSM231252,
,,GDS3082,,GSM231253,
12655.0,GDS3082_2,GDS3082,allergic,GSM231234,disease state
,,GDS3082,,GSM231235,
,,GDS3082,,GSM231236,
,,GDS3082,,GSM231237,
,,GDS3082,,GSM231238,
,,GDS3082,,GSM231239,
,,GDS3082,,GSM231240,
,,GDS3082,,GSM231241,
,,GDS3082,,GSM231242,
,,GDS3082,,GSM231243,
12656.0,GDS3082_3,GDS3082,saline,GSM231234,agent
,,GDS3082,,GSM231236,
,,GDS3082,,GSM231238,
,,GDS3082,,GSM231240,
,,GDS3082,,GSM231242,
,,GDS3082,,GSM231244,
,,GDS3082,,GSM231246,
,,GDS3082,,GSM231248,
,,GDS3082,,GSM231250,
,,GDS3082,,GSM231252,
12657.0,GDS3082_4,GDS3082,allergen,GSM231235,agent
,,GDS3082,,GSM231237,
,,GDS3082,,GSM231239,
,,GDS3082,,GSM231241,
,,GDS3082,,GSM231243,
,,GDS3082,,GSM231245,
,,GDS3082,,GSM231247,
,,GDS3082,,GSM231249,
,,GDS3082,,GSM231251,
,,GDS3082,,GSM231253,
12658.0,GDS3082_5,GDS3082,patient A-01,GSM231234,individual
,,GDS3082,,GSM231235,
12659.0,GDS3082_6,GDS3082,patient A-02,GSM231236,individual
,,GDS3082,,GSM231237,
12660.0,GDS3082_7,GDS3082,patient A-03,GSM231238,individual
,,GDS3082,,GSM231239,
12661.0,GDS3082_8,GDS3082,patient A-04,GSM231240,individual
,,GDS3082,,GSM231241,
12662.0,GDS3082_9,GDS3082,patient A-05,GSM231242,individual
,,GDS3082,,GSM231243,
12663.0,GDS3082_10,GDS3082,patient C-02,GSM231244,individual
,,GDS3082,,GSM231245,
12664.0,GDS3082_11,GDS3082,patient C-03,GSM231246,individual
,,GDS3082,,GSM231247,
12665.0,GDS3082_12,GDS3082,patient C-07,GSM231248,individual
,,GDS3082,,GSM231249,
12666.0,GDS3082_13,GDS3082,patient C-08,GSM231250,individual
,,GDS3082,,GSM231251,
12667.0,GDS3082_14,GDS3082,patient C-09,GSM231252,individual
,,GDS3082,,GSM231253,
12668.0,GDS3083_1,GDS3083,ZT 0.25,GSM227289,time
,,GDS3083,,GSM227290,
,,GDS3083,,GSM227309,
12669.0,GDS3083_2,GDS3083,ZT 1,GSM227330,time
,,GDS3083,,GSM227331,
,,GDS3083,,GSM227338,
12670.0,GDS3083_3,GDS3083,ZT 2,GSM227320,time
,,GDS3083,,GSM227325,
,,GDS3083,,GSM227334,
12671.0,GDS3083_4,GDS3083,ZT 4,GSM227316,time
,,GDS3083,,GSM227326,
,,GDS3083,,GSM227335,
12672.0,GDS3083_5,GDS3083,ZT 6,GSM227294,time
,,GDS3083,,GSM227295,
,,GDS3083,,GSM227341,
12673.0,GDS3083_6,GDS3083,ZT 8,GSM227317,time
,,GDS3083,,GSM227342,
,,GDS3083,,GSM227345,
12674.0,GDS3083_7,GDS3083,ZT 10,GSM227332,time
,,GDS3083,,GSM227346,
,,GDS3083,,GSM227347,
12675.0,GDS3083_8,GDS3083,ZT 11,GSM227296,time
,,GDS3083,,GSM227328,
,,GDS3083,,GSM227336,
12676.0,GDS3083_9,GDS3083,ZT 11.75,GSM227291,time
,,GDS3083,,GSM227327,
,,GDS3083,,GSM227348,
12677.0,GDS3083_10,GDS3083,ZT 12.25,GSM227307,time
,,GDS3083,,GSM227310,
,,GDS3083,,GSM227333,
12678.0,GDS3083_11,GDS3083,ZT 13,GSM227318,time
,,GDS3083,,GSM227321,
,,GDS3083,,GSM227329,
12679.0,GDS3083_12,GDS3083,ZT 14,GSM227292,time
,,GDS3083,,GSM227311,
,,GDS3083,,GSM227349,
12680.0,GDS3083_13,GDS3083,ZT 16,GSM227293,time
,,GDS3083,,GSM227308,
,,GDS3083,,GSM227350,
12681.0,GDS3083_14,GDS3083,ZT 18,GSM227319,time
,,GDS3083,,GSM227322,
,,GDS3083,,GSM227337,
12682.0,GDS3083_15,GDS3083,ZT 20,GSM227312,time
,,GDS3083,,GSM227339,
,,GDS3083,,GSM227343,
12683.0,GDS3083_16,GDS3083,ZT 22,GSM227313,time
,,GDS3083,,GSM227323,
,,GDS3083,,GSM227351,
12684.0,GDS3083_17,GDS3083,ZT 23,GSM227315,time
,,GDS3083,,GSM227324,
,,GDS3083,,GSM227344,
12685.0,GDS3083_18,GDS3083,ZT 23.75,GSM227314,time
,,GDS3083,,GSM227340,
,,GDS3083,,GSM227352,
12686.0,GDS3084_1,GDS3084,ZT 0.25,GSM227353,time
,,GDS3084,,GSM227359,
,,GDS3084,,GSM227395,
12687.0,GDS3084_2,GDS3084,ZT 1,GSM227366,time
,,GDS3084,,GSM227404,
,,GDS3084,,GSM227405,
12688.0,GDS3084_3,GDS3084,ZT 2,GSM227390,time
,,GDS3084,,GSM227398,
,,GDS3084,,GSM227399,
12689.0,GDS3084_4,GDS3084,ZT 4,GSM227368,time
,,GDS3084,,GSM227371,
,,GDS3084,,GSM227393,
12690.0,GDS3084_5,GDS3084,ZT 6,GSM227383,time
,,GDS3084,,GSM227384,
,,GDS3084,,GSM227394,
12691.0,GDS3084_6,GDS3084,ZT 8,GSM227372,time
,,GDS3084,,GSM227385,
,,GDS3084,,GSM227406,
12692.0,GDS3084_7,GDS3084,ZT 10,GSM227360,time
,,GDS3084,,GSM227361,
,,GDS3084,,GSM227377,
12693.0,GDS3084_8,GDS3084,ZT 11,GSM227362,time
,,GDS3084,,GSM227373,
,,GDS3084,,GSM227402,
12694.0,GDS3084_9,GDS3084,ZT 11.75,GSM227396,time
,,GDS3084,,GSM227400,
,,GDS3084,,GSM227401,
12695.0,GDS3084_10,GDS3084,ZT 12.25,GSM227355,time
,,GDS3084,,GSM227369,
,,GDS3084,,GSM227403,
12696.0,GDS3084_11,GDS3084,ZT 13,GSM227356,time
,,GDS3084,,GSM227357,
,,GDS3084,,GSM227378,
12697.0,GDS3084_12,GDS3084,ZT 14,GSM227363,time
,,GDS3084,,GSM227374,
,,GDS3084,,GSM227397,
12698.0,GDS3084_13,GDS3084,ZT 16,GSM227379,time
,,GDS3084,,GSM227386,
,,GDS3084,,GSM227387,
12699.0,GDS3084_14,GDS3084,ZT 18,GSM227364,time
,,GDS3084,,GSM227365,
,,GDS3084,,GSM227375,
12700.0,GDS3084_15,GDS3084,ZT 20,GSM227376,time
,,GDS3084,,GSM227380,
,,GDS3084,,GSM227381,
12701.0,GDS3084_16,GDS3084,ZT 22,GSM227388,time
,,GDS3084,,GSM227391,
,,GDS3084,,GSM227392,
12702.0,GDS3084_17,GDS3084,ZT 23,GSM227358,time
,,GDS3084,,GSM227367,
,,GDS3084,,GSM227370,
12703.0,GDS3084_18,GDS3084,ZT 23.75,GSM227354,time
,,GDS3084,,GSM227382,
,,GDS3084,,GSM227389,
12704.0,GDS3085_1,GDS3085,control,GSM151369,disease state
,,GDS3085,,GSM151370,
,,GDS3085,,GSM151371,
,,GDS3085,,GSM151372,
,,GDS3085,,GSM151373,
,,GDS3085,,GSM151374,
,,GDS3085,,GSM151375,
,,GDS3085,,GSM151376,
,,GDS3085,,GSM151377,
,,GDS3085,,GSM151378,
,,GDS3085,,GSM151379,
,,GDS3085,,GSM151380,
,,GDS3085,,GSM151381,
,,GDS3085,,GSM151382,
,,GDS3085,,GSM151383,
,,GDS3085,,GSM151384,
,,GDS3085,,GSM151385,
12705.0,GDS3085_2,GDS3085,mixed sepsis,GSM151386,disease state
,,GDS3085,,GSM151387,
,,GDS3085,,GSM151388,
,,GDS3085,,GSM151389,
,,GDS3085,,GSM151390,
,,GDS3085,,GSM151391,
,,GDS3085,,GSM151392,
,,GDS3085,,GSM151393,
,,GDS3085,,GSM151394,
,,GDS3085,,GSM151395,
,,GDS3085,,GSM151396,
,,GDS3085,,GSM151397,
12706.0,GDS3085_3,GDS3085,gram-negative sepsis,GSM151398,disease state
,,GDS3085,,GSM151399,
,,GDS3085,,GSM151400,
,,GDS3085,,GSM151401,
,,GDS3085,,GSM151402,
,,GDS3085,,GSM151403,
,,GDS3085,,GSM151404,
,,GDS3085,,GSM151405,
,,GDS3085,,GSM151406,
,,GDS3085,,GSM151407,
,,GDS3085,,GSM151408,
,,GDS3085,,GSM151409,
,,GDS3085,,GSM151410,
,,GDS3085,,GSM151411,
,,GDS3085,,GSM151412,
,,GDS3085,,GSM151413,
,,GDS3085,,GSM151414,
,,GDS3085,,GSM151415,
,,GDS3085,,GSM151416,
,,GDS3085,,GSM151417,
,,GDS3085,,GSM151418,
,,GDS3085,,GSM151419,
,,GDS3085,,GSM151420,
,,GDS3085,,GSM151421,
,,GDS3085,,GSM151422,
12707.0,GDS3085_4,GDS3085,gram-positive sepsis,GSM151423,disease state
,,GDS3085,,GSM151424,
,,GDS3085,,GSM151425,
,,GDS3085,,GSM151426,
,,GDS3085,,GSM151427,
,,GDS3085,,GSM151428,
,,GDS3085,,GSM151429,
,,GDS3085,,GSM151430,
,,GDS3085,,GSM151431,
,,GDS3085,,GSM151432,
,,GDS3085,,GSM151433,
,,GDS3085,,GSM151434,
,,GDS3085,,GSM151435,
,,GDS3085,,GSM151436,
,,GDS3085,,GSM151437,
,,GDS3085,,GSM151438,
,,GDS3085,,GSM151439,
,,GDS3085,,GSM151440,
12708.0,GDS3086_1,GDS3086,skeletal muscle,GSM245354,tissue
,,GDS3086,,GSM245355,
,,GDS3086,,GSM245356,
,,GDS3086,,GSM245357,
,,GDS3086,,GSM245358,
,,GDS3086,,GSM245359,
12709.0,GDS3086_2,GDS3086,cardiac muscle,GSM245348,tissue
,,GDS3086,,GSM245349,
,,GDS3086,,GSM245350,
,,GDS3086,,GSM245351,
,,GDS3086,,GSM245352,
,,GDS3086,,GSM245353,
12710.0,GDS3086_3,GDS3086,control,GSM245348,protocol
,,GDS3086,,GSM245349,
,,GDS3086,,GSM245350,
,,GDS3086,,GSM245354,
,,GDS3086,,GSM245355,
,,GDS3086,,GSM245356,
12711.0,GDS3086_4,GDS3086,iron overload,GSM245351,protocol
,,GDS3086,,GSM245352,
,,GDS3086,,GSM245353,
,,GDS3086,,GSM245357,
,,GDS3086,,GSM245358,
,,GDS3086,,GSM245359,
12712.0,GDS3087_1,GDS3087,control,GSM228786,disease state
,,GDS3087,,GSM228787,
,,GDS3087,,GSM228788,
,,GDS3087,,GSM228789,
,,GDS3087,,GSM228790,
12713.0,GDS3087_2,GDS3087,hepatocellular carcinoma,GSM228781,disease state
,,GDS3087,,GSM228782,
,,GDS3087,,GSM228783,
,,GDS3087,,GSM228784,
,,GDS3087,,GSM228785,
12714.0,GDS3088_1,GDS3088,control,GSM237625,agent
,,GDS3088,,GSM237627,
,,GDS3088,,GSM237629,
,,GDS3088,,GSM237669,
,,GDS3088,,GSM237671,
12715.0,GDS3088_2,GDS3088,leukotriene B4,GSM237626,agent
,,GDS3088,,GSM237628,
,,GDS3088,,GSM237630,
,,GDS3088,,GSM237670,
12716.0,GDS3088_3,GDS3088,0 h,GSM237625,time
12717.0,GDS3088_4,GDS3088,1 h,GSM237626,time
,,GDS3088,,GSM237627,
12718.0,GDS3088_5,GDS3088,3 h,GSM237628,time
,,GDS3088,,GSM237629,
12719.0,GDS3088_6,GDS3088,6 h,GSM237630,time
,,GDS3088,,GSM237669,
12720.0,GDS3088_7,GDS3088,16 h,GSM237670,time
,,GDS3088,,GSM237671,
12721.0,GDS3089_1,GDS3089,control,GSM112915,agent
,,GDS3089,,GSM112916,
,,GDS3089,,GSM112918,
12722.0,GDS3089_2,GDS3089,tretinoin,GSM112919,agent
,,GDS3089,,GSM112920,
,,GDS3089,,GSM112921,
12723.0,GDS3091_1,GDS3091,no metastasis,GSM114910,disease state
,,GDS3091,,GSM114911,
,,GDS3091,,GSM114917,
,,GDS3091,,GSM114918,
,,GDS3091,,GSM114919,
,,GDS3091,,GSM114920,
,,GDS3091,,GSM114921,
,,GDS3091,,GSM114925,
,,GDS3091,,GSM114926,
,,GDS3091,,GSM114927,
,,GDS3091,,GSM114928,
12724.0,GDS3091_2,GDS3091,metastasis,GSM114909,disease state
,,GDS3091,,GSM114912,
,,GDS3091,,GSM114913,
,,GDS3091,,GSM114914,
,,GDS3091,,GSM114915,
,,GDS3091,,GSM114916,
,,GDS3091,,GSM114922,
,,GDS3091,,GSM114923,
,,GDS3091,,GSM114924,
12725.0,GDS3092_1,GDS3092,control,GSM114997,disease state
,,GDS3092,,GSM114999,
,,GDS3092,,GSM115001,
,,GDS3092,,GSM115003,
,,GDS3092,,GSM115005,
,,GDS3092,,GSM115007,
,,GDS3092,,GSM115009,
,,GDS3092,,GSM115011,
,,GDS3092,,GSM115013,
,,GDS3092,,GSM115015,
,,GDS3092,,GSM115018,
12726.0,GDS3092_2,GDS3092,endometriosis,GSM114998,disease state
,,GDS3092,,GSM115000,
,,GDS3092,,GSM115002,
,,GDS3092,,GSM115004,
,,GDS3092,,GSM115006,
,,GDS3092,,GSM115008,
,,GDS3092,,GSM115010,
,,GDS3092,,GSM115012,
,,GDS3092,,GSM115014,
,,GDS3092,,GSM115016,
,,GDS3092,,GSM115019,
12727.0,GDS3092_3,GDS3092,1,GSM114997,individual
,,GDS3092,,GSM114998,
12728.0,GDS3092_4,GDS3092,2,GSM114999,individual
,,GDS3092,,GSM115000,
12729.0,GDS3092_5,GDS3092,3,GSM115001,individual
,,GDS3092,,GSM115002,
12730.0,GDS3092_6,GDS3092,4,GSM115003,individual
,,GDS3092,,GSM115004,
12731.0,GDS3092_7,GDS3092,5,GSM115005,individual
