gse,web_link
GSE25667,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE25668,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE25671,
GSE25672,
GSE25673,
GSE25674,
GSE25675,
GSE25677,
GSE25678,
GSE25679,
GSE25680,
GSE25681,
GSE25684,
GSE25685,
GSE25686,
GSE25687,
GSE25688,
GSE25689,
GSE25690,
GSE25691,
GSE25692,
GSE25693,
GSE25694,
GSE25697,
GSE25698,
GSE25699,
GSE25700,
GSE25701,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=302
GSE25702,
GSE25703,
GSE25704,
GSE25706,
GSE25707,
GSE25708,
GSE25709,
GSE25710,
GSE25711,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25712,
GSE25713,
GSE25714,
GSE25715,http://www.microarray.fr:8080/merge/index
GSE25716,
GSE25717,http://urgv.evry.inra.fr/CATdb
GSE25719,http://urgv.evry.inra.fr/CATdb
GSE25720,
GSE25721,
GSE25722,
GSE25723,
GSE25724,
GSE25725,
GSE25727,
GSE25728,
GSE25729,
GSE25731,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=303
GSE25732,
GSE25733,
GSE25734,
GSE25736,
GSE25737,
GSE25738,
GSE25739,
GSE25741,
GSE25742,
GSE25743,
GSE25744,
GSE25745,
GSE25747,
GSE25748,
GSE25749,
GSE25750,
GSE25751,
GSE25752,
GSE25753,
GSE25754,
GSE25756,
GSE25757,
GSE25758,
GSE25759,
GSE25760,
GSE25761,
GSE25762,
GSE25763,
GSE25764,
GSE25765,
GSE25766,
GSE25767,
GSE25768,
GSE25769,
GSE25770,
GSE25771,
GSE25772,
GSE25773,
GSE25774,
GSE25775,
GSE25776,
GSE25777,
GSE25778,
GSE25781,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25782,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25783,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25784,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25785,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25786,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25787,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html"
GSE25788,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25789,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25790,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25791,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25792,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25793,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25794,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25795,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25796,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html"
GSE25798,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25799,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html"
GSE25800,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25801,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25802,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25803,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25804,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25805,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25808,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25809,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25810,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25811,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25812,
GSE25813,
GSE25814,
GSE25815,
GSE25816,
GSE25817,
GSE25818,
GSE25819,
GSE25820,
GSE25821,
GSE25822,
GSE25823,
GSE25824,
GSE25825,
GSE25826,
GSE25827,
GSE25828,
GSE25829,
GSE25830,
GSE25831,
GSE25832,
GSE25833,
GSE25834,
GSE25835,
GSE25836,
GSE25837,
GSE25838,
GSE25839,
GSE25840,
GSE25841,
GSE25842,
GSE25843,
GSE25844,
GSE25845,
GSE25846,
GSE25848,
GSE25849,
GSE25850,
GSE25851,
GSE25852,
GSE25854,
GSE25855,
GSE25856,
GSE25857,
GSE25858,
GSE25860,
GSE25861,
GSE25862,
GSE25863,
GSE25864,
GSE25865,
GSE25866,
GSE25867,
GSE25868,
GSE25869,
GSE25870,
GSE25871,
GSE25872,
GSE25873,
GSE25874,
GSE25875,
GSE25876,
GSE25877,
GSE25878,
GSE25879,
GSE25880,
GSE25881,
GSE25882,
GSE25883,
GSE25884,
GSE25885,
GSE25886,
GSE25887,
GSE25888,http://urgv.evry.inra.fr/CATdb
GSE25889,
GSE25890,
GSE25891,
GSE25892,
GSE25893,
GSE25894,
GSE25895,
GSE25896,
GSE25897,
GSE25898,
GSE25899,
GSE25901,
GSE25902,
GSE25903,
GSE25904,
GSE25905,
GSE25906,
GSE25908,
GSE25909,http://www.holstegelab.nl/publications/chromatin_regulators
GSE25910,
GSE25911,
GSE25912,
GSE25913,
GSE25914,
GSE25915,
GSE25916,
GSE25917,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE25918,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE25919,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE25920,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE25921,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE25923,
GSE25925,
GSE25926,
GSE25927,
GSE25928,
GSE25929,
GSE25930,
GSE25931,
GSE25932,
GSE25933,
GSE25934,
GSE25935,
GSE25936,
GSE25937,
GSE25938,
GSE25939,
GSE25940,
GSE25941,
GSE25942,
GSE25943,
GSE25944,
GSE25945,
GSE25946,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25947,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25948,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25949,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25950,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25951,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25952,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25953,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25954,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25955,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25956,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25957,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25958,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25959,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25960,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25961,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25962,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25963,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25964,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE25965,http://bioinfo.lbhc.hcancer.org.br/arraydata/Embryonic-Tumors-Embryogenesis/samples/
GSE25966,
GSE25967,
GSE25968,
GSE25969,
GSE25970,
GSE25971,
GSE25972,
GSE25973,
GSE25974,
GSE25975,
GSE25976,
GSE25977,
GSE25979,
GSE25980,
GSE25981,
GSE25982,
GSE25983,
GSE25984,
GSE25985,
GSE25986,
GSE25987,
GSE25988,
GSE25989,
GSE25990,
GSE25992,
GSE25993,
GSE25994,
GSE25995,
GSE25996,
GSE25997,
GSE25998,
GSE25999,
GSE26000,
GSE26001,
GSE26002,
GSE26003,
GSE26004,
GSE26005,
GSE26007,
GSE26008,
GSE26009,
GSE26010,
GSE26011,
GSE26012,
GSE26013,
GSE26014,
GSE26015,
GSE26016,
GSE26017,
GSE26018,
GSE26019,
GSE26020,
GSE26021,
GSE26022,
GSE26023,
GSE26024,
GSE26025,
GSE26027,
GSE26029,
GSE26030,
GSE26031,
GSE26032,
GSE26033,
GSE26035,
GSE26036,
GSE26037,
GSE26038,
GSE26040,
GSE26041,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=316
GSE26042,
GSE26043,
GSE26044,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=317
GSE26045,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=318
GSE26046,http://urgv.evry.inra.fr/CATdb
GSE26047,
GSE26048,
GSE26049,
GSE26050,
GSE26051,
GSE26052,
GSE26053,
GSE26054,
GSE26055,
GSE26056,
GSE26057,
GSE26058,
GSE26059,
GSE26061,
GSE26064,
GSE26065,
GSE26066,
GSE26068,
GSE26069,
GSE26070,
GSE26071,
GSE26072,
GSE26073,
GSE26074,
GSE26075,
GSE26076,
GSE26077,
GSE26079,
GSE26080,
GSE26081,
GSE26082,
GSE26083,
GSE26084,
GSE26085,
GSE26086,
GSE26087,
GSE26088,
GSE26089,
GSE26090,
GSE26091,
GSE26092,
GSE26093,
GSE26094,
GSE26095,
GSE26096,
GSE26097,
GSE26098,
GSE26099,
GSE26100,
GSE26101,
GSE26104,
GSE26105,
GSE26106,
GSE26107,
GSE26108,
GSE26109,
GSE26111,
GSE26113,
GSE26114,
GSE26115,
GSE26116,
GSE26117,
GSE26118,
GSE26119,
GSE26120,
GSE26121,
GSE26122,
GSE26123,
GSE26125,
GSE26126,
GSE26128,
GSE26129,
GSE26130,
GSE26131,
GSE26132,
GSE26133,
GSE26134,
GSE26136,
GSE26137,
GSE26138,
GSE26139,
GSE26140,
GSE26141,
GSE26142,
GSE26143,
GSE26144,http://www.fasebj.org/content/early/2010/12/15/fj.10-170522.full.pdf+html
GSE26145,
GSE26146,
GSE26147,
GSE26148,
GSE26150,
GSE26151,
GSE26152,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html"
GSE26153,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html"
GSE26154,
GSE26156,
GSE26157,
GSE26158,
GSE26159,
GSE26160,
GSE26161,
GSE26162,
GSE26163,
GSE26165,
GSE26166,
GSE26167,
GSE26168,
GSE26170,
GSE26171,
GSE26172,
GSE26173,
GSE26174,
GSE26175,
GSE26176,
GSE26177,
GSE26178,http://www.modencode.org
GSE26179,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE26180,http://www.modencode.org
GSE26181,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE26182,http://www.modencode.org
GSE26183,http://www.modencode.org
GSE26184,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE26185,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE26186,
GSE26187,
GSE26188,
GSE26189,
GSE26190,
GSE26191,
GSE26192,
GSE26193,
GSE26194,
GSE26195,
GSE26196,
GSE26197,
GSE26198,
GSE26199,
GSE26200,http://www.modencode.org
GSE26201,http://www.modencode.org
GSE26202,http://www.modencode.org
GSE26203,http://www.modencode.org
GSE26204,http://www.modencode.org
GSE26205,
GSE26206,http://dx.plos.org/10.1371/journal.pone.0056814
GSE26207,
GSE26208,
GSE26209,
GSE26210,
GSE26211,
GSE26212,
GSE26213,
GSE26214,
GSE26215,
GSE26216,
GSE26217,
GSE26218,
GSE26219,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html"
GSE26220,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html"
GSE26221,"http://www.modencode.org;	http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html"
GSE26222,
GSE26223,
GSE26224,
GSE26225,
GSE26226,
GSE26229,
GSE26230,
GSE26231,
GSE26232,
GSE26233,
GSE26234,
GSE26235,
GSE26236,
GSE26237,
GSE26238,
GSE26239,
GSE26240,
GSE26241,
GSE26242,
GSE26243,
GSE26244,
GSE26245,
GSE26246,
GSE26247,
GSE26248,http://bioinformatics.oxfordjournals.org/content/early/2011/07/19/bioinformatics.btr427.long
GSE26249,
GSE26250,
GSE26252,
GSE26254,
GSE26255,
GSE26256,
GSE26257,
GSE26258,
GSE26259,
GSE26260,
GSE26261,
GSE26262,
GSE26263,
GSE26264,
GSE26265,
GSE26266,
GSE26267,
GSE26268,
GSE26269,
GSE26270,
GSE26271,
GSE26272,
GSE26273,
GSE26274,
GSE26275,
GSE26276,
GSE26277,
GSE26278,
GSE26279,
GSE26280,
GSE26281,
GSE26282,
GSE26283,
GSE26284,
GSE26285,http://www.systemix.org/drosophila
GSE26286,
GSE26289,
GSE26290,
GSE26291,
GSE26292,
GSE26293,
GSE26295,
GSE26296,
GSE26297,
GSE26298,
GSE26299,
GSE26300,
GSE26301,
GSE26302,
GSE26303,
GSE26304,
GSE26305,
GSE26306,
GSE26308,
GSE26309,
GSE26310,
GSE26311,
GSE26312,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE26313,
GSE26314,
GSE26315,
GSE26316,
GSE26317,
GSE26318,
GSE26319,
GSE26320,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE26321,
GSE26322,
GSE26323,
GSE26324,
GSE26325,
GSE26326,
GSE26327,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE26328,http://genome.ucsc.edu/cgi-bin/hgTrackUi?db=hg19&g=wgEncodeUwDgf
GSE26329,
GSE26331,
GSE26332,
GSE26334,
GSE26335,
GSE26336,
GSE26337,
GSE26338,
GSE26339,
GSE26340,
GSE26341,
GSE26342,
GSE26343,
GSE26344,http://www.genome.duke.edu/labs/nevins/ReevesSupplement1
GSE26345,
GSE26346,
GSE26348,
GSE26349,
GSE26350,
GSE26351,
GSE26353,
GSE26355,
GSE26356,
GSE26357,
GSE26358,
GSE26359,
GSE26360,
GSE26361,
GSE26362,
GSE26363,
GSE26364,
GSE26366,
GSE26367,
GSE26368,
GSE26369,
GSE26370,
GSE26371,
GSE26372,
GSE26373,
GSE26374,
GSE26375,
GSE26376,
GSE26377,
GSE26378,
GSE26379,
GSE26380,
GSE26381,
GSE26382,
GSE26383,
GSE26384,
GSE26385,
GSE26386,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE26387,
GSE26389,
GSE26390,
GSE26391,
GSE26392,
GSE26393,
GSE26394,
GSE26395,
GSE26396,
GSE26397,
GSE26398,
GSE26399,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=323
GSE26400,
GSE26401,
GSE26402,
GSE26403,
GSE26404,
GSE26405,
GSE26406,
GSE26407,
GSE26408,
GSE26409,
GSE26410,
GSE26411,
GSE26412,
GSE26413,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=319
GSE26414,
GSE26415,
GSE26416,
GSE26417,
GSE26418,
GSE26419,
GSE26420,
GSE26421,
GSE26422,
GSE26423,
GSE26424,
GSE26425,
GSE26426,
GSE26427,
GSE26428,
GSE26429,
GSE26430,
GSE26431,
GSE26433,
GSE26435,
GSE26436,
GSE26437,
GSE26439,
GSE26440,
GSE26441,
GSE26442,
GSE26443,
GSE26444,
GSE26445,
GSE26446,
GSE26447,
GSE26448,
GSE26449,
GSE26450,
GSE26451,
GSE26452,
GSE26453,
GSE26454,
GSE26455,
GSE26456,
GSE26457,
GSE26458,
GSE26459,
GSE26460,
GSE26461,
GSE26462,
GSE26463,
GSE26464,
GSE26465,
GSE26468,
GSE26469,
GSE26470,
GSE26471,
GSE26472,
GSE26473,
GSE26474,
GSE26475,
GSE26476,
GSE26477,
GSE26478,
GSE26479,
GSE26480,
GSE26481,
GSE26482,
GSE26483,
GSE26484,
GSE26485,
GSE26486,
GSE26487,
GSE26488,
GSE26489,
GSE26490,
GSE26491,
GSE26493,
GSE26494,
GSE26495,
GSE26496,
GSE26497,
GSE26498,
GSE26499,
GSE26500,
GSE26501,
GSE26502,
GSE26503,
GSE26504,
GSE26505,
GSE26506,
GSE26507,
GSE26508,
GSE26509,
GSE26510,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=439
GSE26511,
GSE26512,
GSE26513,
GSE26514,
GSE26515,
GSE26516,
GSE26518,
GSE26519,
GSE26520,
GSE26521,
GSE26522,
GSE26523,
GSE26525,
GSE26526,
GSE26528,
GSE26529,
GSE26530,
GSE26531,
GSE26532,
GSE26533,
GSE26534,
GSE26535,
GSE26536,
GSE26537,
GSE26538,
GSE26539,
GSE26540,
GSE26541,
GSE26542,
GSE26543,
GSE26544,
GSE26545,
GSE26547,
GSE26548,
GSE26549,
GSE26550,
GSE26551,
GSE26552,
GSE26553,
GSE26554,
GSE26555,
GSE26558,
GSE26559,
GSE26560,
GSE26561,
GSE26562,
GSE26563,
GSE26564,
GSE26565,
GSE26566,
GSE26567,
GSE26568,
GSE26569,
GSE26571,
GSE26572,
GSE26573,
GSE26574,
GSE26575,
GSE26576,
GSE26577,
GSE26578,
GSE26579,
GSE26580,
GSE26581,
GSE26582,
GSE26584,
GSE26585,
GSE26586,
GSE26588,
GSE26589,
GSE26590,
GSE26591,
GSE26592,
GSE26593,
GSE26594,
GSE26596,
GSE26597,
GSE26598,
GSE26599,
GSE26600,
GSE26601,
GSE26602,
GSE26603,
GSE26604,
GSE26605,http://www.skeletalmusclejournal.com/content/1/1/15
GSE26607,
GSE26608,
GSE26609,
GSE26610,
GSE26611,
GSE26612,
GSE26613,
GSE26614,
GSE26615,
GSE26616,
GSE26617,
GSE26618,
GSE26619,
GSE26620,
GSE26621,
GSE26622,
GSE26623,
GSE26624,
GSE26625,
GSE26626,
GSE26627,
GSE26629,
GSE26630,
GSE26631,
GSE26632,
GSE26633,
GSE26634,
GSE26635,
GSE26636,
GSE26637,
GSE26638,
GSE26639,
GSE26640,
GSE26642,
GSE26644,
GSE26645,
GSE26646,
GSE26647,
GSE26648,
GSE26649,
GSE26650,
GSE26651,
GSE26653,
GSE26655,
GSE26656,
GSE26657,
GSE26658,
GSE26659,
GSE26660,
GSE26661,
GSE26662,
GSE26663,
GSE26664,
GSE26665,
GSE26666,
GSE26667,
GSE26668,
GSE26669,
GSE26671,
GSE26672,
GSE26673,
GSE26674,
GSE26675,
GSE26676,
GSE26677,
GSE26678,
GSE26679,
GSE26680,
GSE26681,
GSE26682,
GSE26683,
GSE26684,
GSE26685,
GSE26687,
GSE26689,
GSE26690,
GSE26691,
GSE26692,
GSE26693,
GSE26694,
GSE26695,
GSE26696,
GSE26697,
GSE26698,
GSE26699,
GSE26700,
GSE26701,
GSE26702,
GSE26703,
GSE26704,
GSE26705,
GSE26706,
GSE26707,
GSE26708,
GSE26709,
GSE26710,
GSE26711,
GSE26712,
GSE26713,
GSE26714,
GSE26715,
GSE26716,
GSE26717,
GSE26719,
GSE26720,
GSE26721,
GSE26722,
GSE26723,
GSE26724,
GSE26725,
GSE26726,
GSE26727,
GSE26728,
GSE26729,
GSE26730,
GSE26731,
GSE26732,
GSE26733,
GSE26734,
GSE26735,
GSE26736,
GSE26737,
GSE26738,
GSE26739,
GSE26740,
GSE26741,
GSE26742,
GSE26743,
GSE26744,http://www.microarray.fr
GSE26745,
GSE26746,
GSE26747,
GSE26748,
GSE26749,
GSE26750,
GSE26751,
GSE26753,
GSE26754,
GSE26755,
GSE26756,
GSE26757,
GSE26758,
GSE26759,
GSE26760,
GSE26761,
GSE26762,
GSE26763,
GSE26764,
GSE26765,
GSE26766,
GSE26767,http://ural.wustl.edu/htb1h_zif268/
GSE26768,
GSE26769,
GSE26770,
GSE26771,
GSE26772,
GSE26773,
GSE26774,
GSE26775,
GSE26776,
GSE26777,http://baliga.systemsbiology.net/enigma/
GSE26778,http://baliga.systemsbiology.net/enigma/
GSE26779,http://baliga.systemsbiology.net/enigma/
GSE26780,
GSE26781,
GSE26782,http://baliga.systemsbiology.net/enigma/
GSE26783,
GSE26784,
GSE26786,
GSE26787,
GSE26788,
GSE26789,
GSE26790,
GSE26791,
GSE26792,
GSE26793,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE26794,
GSE26795,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE26796,
GSE26798,
GSE26799,
GSE26800,
GSE26801,
GSE26802,
GSE26803,
GSE26804,
GSE26805,
GSE26806,
GSE26807,
GSE26809,
GSE26812,
GSE26813,
GSE26814,
GSE26815,
GSE26816,
GSE26817,
GSE26818,
GSE26819,
GSE26820,
GSE26821,
GSE26822,
GSE26823,
GSE26824,
GSE26825,
GSE26826,
GSE26827,
GSE26828,
GSE26829,
GSE26830,
GSE26831,
GSE26832,
GSE26833,
GSE26834,
GSE26835,
GSE26836,
GSE26837,
GSE26838,
GSE26839,
GSE26840,
GSE26841,
GSE26842,
GSE26843,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=330
GSE26844,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=329
GSE26845,
GSE26846,
GSE26847,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=376
GSE26848,
GSE26849,
GSE26850,
GSE26851,
GSE26852,
GSE26853,
GSE26854,
GSE26855,
GSE26856,
GSE26857,
GSE26858,
GSE26859,
GSE26860,
GSE26861,
GSE26862,
GSE26863,
GSE26864,
GSE26865,
GSE26866,
GSE26867,
GSE26868,
GSE26869,
GSE26870,
GSE26871,
GSE26873,
GSE26874,
GSE26875,
GSE26876,
GSE26877,
GSE26878,
GSE26881,
GSE26884,
GSE26885,
GSE26886,
GSE26887,
GSE26888,
GSE26890,
GSE26891,
GSE26892,
GSE26893,
GSE26895,
GSE26896,
GSE26897,
GSE26898,
GSE26900,
GSE26902,
GSE26903,
GSE26904,
GSE26905,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE26906,
GSE26907,
GSE26908,
GSE26909,
GSE26910,
GSE26911,
GSE26912,
GSE26916,
GSE26917,
GSE26918,
GSE26919,
GSE26920,
GSE26921,
GSE26922,
GSE26923,
GSE26924,
GSE26925,
GSE26927,
GSE26928,
GSE26929,
GSE26930,
GSE26931,
GSE26932,
GSE26933,
GSE26934,
GSE26935,
GSE26936,
GSE26937,
GSE26938,
GSE26939,
GSE26940,
GSE26941,
GSE26942,
GSE26944,
GSE26946,
GSE26947,
GSE26948,
GSE26949,
GSE26950,
GSE26951,
GSE26952,
GSE26953,
GSE26954,
GSE26955,
GSE26956,
GSE26957,
GSE26958,
GSE26960,
GSE26961,
GSE26962,
GSE26964,
GSE26965,
GSE26966,
GSE26967,
GSE26969,
GSE26970,
GSE26971,
GSE26972,
GSE26973,
GSE26974,
GSE26975,
GSE26976,
GSE26977,
GSE26978,
GSE26979,
GSE26980,
GSE26981,
GSE26982,
GSE26983,
GSE26984,
GSE26985,
GSE26986,
GSE26987,
GSE26988,
GSE26989,
GSE26990,
GSE26992,
GSE26993,
GSE26994,
GSE26995,
GSE26996,
GSE26997,
GSE26999,
GSE27000,
GSE27001,
GSE27002,
GSE27003,
GSE27004,http://www.plexdb.org/modules/PD_browse/experiment_browser.php?experiment=ZM29
GSE27005,
GSE27009,
GSE27011,
GSE27012,
GSE27013,
GSE27014,
GSE27015,
GSE27016,
GSE27017,
GSE27018,
GSE27019,
GSE27021,
GSE27022,
GSE27023,
GSE27024,
GSE27025,
GSE27026,
GSE27027,
GSE27028,
GSE27030,
GSE27031,
GSE27032,
GSE27033,
GSE27034,
GSE27035,http://www.nara.kindai.ac.jp/bio/tanabe/miR-29-transfection
GSE27036,
GSE27037,
GSE27038,
GSE27039,
GSE27040,
GSE27041,
GSE27042,
GSE27043,
GSE27045,
GSE27046,
GSE27048,
GSE27049,
GSE27050,
GSE27051,
GSE27052,
GSE27053,
GSE27054,
GSE27055,
GSE27056,
GSE27057,
GSE27058,
GSE27060,
GSE27061,
GSE27062,
GSE27063,http://urgv.evry.inra.fr/CATdb
GSE27064,
GSE27065,
GSE27067,
GSE27068,
GSE27069,
GSE27070,http://urgv.evry.inra.fr/CATdb
GSE27071,
GSE27072,
GSE27073,
GSE27074,
GSE27076,
GSE27077,
GSE27078,http://nar.oxfordjournals.org/content/early/2012/08/14/nar.gks773.long
GSE27079,
GSE27080,
GSE27081,
GSE27082,
GSE27083,
GSE27084,
GSE27085,
GSE27086,
GSE27087,
GSE27088,
GSE27089,
GSE27090,
GSE27091,
GSE27092,
GSE27093,
GSE27097,
GSE27100,
GSE27101,
GSE27102,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE27103,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE27104,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE27106,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE27107,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE27108,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE27109,
GSE27110,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE27111,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE27112,
GSE27113,
GSE27114,
GSE27115,
GSE27116,
GSE27118,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE27120,
GSE27121,
GSE27123,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE27124,
GSE27125,
GSE27126,
GSE27127,
GSE27128,
GSE27129,
GSE27130,
GSE27131,
GSE27132,
GSE27134,
GSE27135,
GSE27136,
GSE27137,
GSE27138,
GSE27139,
GSE27140,
GSE27141,
GSE27143,
GSE27144,
GSE27145,
GSE27146,
GSE27147,
GSE27148,
GSE27149,
GSE27150,
GSE27151,
GSE27152,
GSE27153,
GSE27155,
GSE27156,
GSE27157,
GSE27158,
GSE27159,
GSE27160,
GSE27161,
GSE27162,
GSE27163,
GSE27165,
GSE27166,
GSE27171,
GSE27172,
GSE27173,
GSE27174,
GSE27175,
GSE27176,
GSE27177,
GSE27178,
GSE27179,
GSE27180,
GSE27181,
GSE27184,
GSE27185,
GSE27186,
GSE27187,
GSE27193,
GSE27194,
GSE27195,
GSE27199,
GSE27201,
GSE27203,
GSE27205,
GSE27206,
GSE27207,
GSE27213,
GSE27214,
GSE27215,
GSE27216,
GSE27217,
GSE27218,
GSE27219,
GSE27220,
GSE27221,http://genome.ucsc.edu/cgi-bin/hgTrackUi?db=hg19&g=wgEncodeGisRnaSeq
GSE27222,
GSE27223,http://cmgm.stanford.edu/pbrown/Pat_Brown_Lab_Home_Page/Resources.html
GSE27224,
GSE27225,
GSE27226,
GSE27227,
GSE27228,
GSE27229,
GSE27230,
GSE27231,
GSE27232,
GSE27233,
GSE27234,
GSE27235,
GSE27236,
GSE27237,
GSE27238,
GSE27239,
GSE27240,
GSE27241,
GSE27242,
GSE27243,http://genserv.anat.ox.ac.uk/layers
GSE27244,
GSE27245,
GSE27246,
GSE27247,
GSE27248,
GSE27249,
GSE27250,
GSE27251,
GSE27252,
GSE27253,
GSE27254,
GSE27255,
GSE27256,
